.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
3.21157e-008,0.9034
3.21582e-008,0.9644
3.22006e-008,1.0226
3.22430e-008,1.0297
3.22854e-008,0.8724
3.23279e-008,0.3974
3.23703e-008,0.0147
3.24127e-008,-0.3565
3.24551e-008,-0.6068
3.24975e-008,-0.7303
3.25400e-008,-0.8036
3.25824e-008,-0.8520
3.26248e-008,-0.8827
3.26672e-008,-0.9110
3.27097e-008,-0.9288
3.27521e-008,-0.9263
3.27945e-008,-0.9108
3.28370e-008,-0.8893
3.28794e-008,-0.8941
3.29218e-008,-0.8737
3.29642e-008,-0.8601
3.30066e-008,-0.8826
3.30491e-008,-0.8995
3.30915e-008,-0.9562
3.31339e-008,-1.0181
3.31763e-008,-1.0306
3.32188e-008,-0.9113
3.32612e-008,-0.4437
3.33036e-008,-0.0457
3.33461e-008,0.3277
3.33885e-008,0.5881
3.34309e-008,0.7253
3.34733e-008,0.7986
3.35158e-008,0.8514
3.35582e-008,0.8809
3.36006e-008,0.9096
3.36430e-008,0.9297
3.36854e-008,0.9259
3.37279e-008,0.9110
3.37703e-008,0.8887
3.38127e-008,0.8944
3.38552e-008,0.8787
3.38976e-008,0.8631
3.39400e-008,0.8828
3.39824e-008,0.8987
3.40249e-008,0.9493
3.40673e-008,1.0147
3.41097e-008,1.0339
3.41521e-008,0.9484
3.41945e-008,0.4973
3.42370e-008,0.0827
3.42794e-008,-0.2907
3.43218e-008,-0.5635
3.43643e-008,-0.7154
3.44067e-008,-0.7906
3.44491e-008,-0.8478
3.44915e-008,-0.8766
3.45340e-008,-0.9057
3.45764e-008,-0.9278
3.46188e-008,-0.9267
3.46612e-008,-0.9151
3.47036e-008,-0.8903
3.47461e-008,-0.8947
3.47885e-008,-0.8801
3.48309e-008,-0.8592
3.48733e-008,-0.8778
3.49158e-008,-0.8945
3.49582e-008,-0.9411
3.50006e-008,-1.0098
3.50431e-008,-1.0318
3.50855e-008,-0.9716
3.51279e-008,-0.5439
3.51703e-008,-0.1106
3.52128e-008,0.2596
3.52552e-008,0.5437
3.52976e-008,0.7095
3.53400e-008,0.7865
3.53824e-008,0.8461
3.54249e-008,0.8737
3.54673e-008,0.9043
3.55097e-008,0.9278
3.55522e-008,0.9308
3.55946e-008,0.9245
3.56370e-008,0.8946
3.56794e-008,0.8948
3.57219e-008,0.8826
3.57643e-008,0.8568
3.58067e-008,0.8745
3.58491e-008,0.8949
3.58915e-008,0.9355
3.59340e-008,1.0057
3.59764e-008,1.0323
3.60188e-008,0.9899
3.60613e-008,0.5928
3.61037e-008,0.1445
3.61461e-008,-0.2219
3.61885e-008,-0.5197
3.62310e-008,-0.6980
3.62734e-008,-0.7779
3.63158e-008,-0.8404
3.63582e-008,-0.8663
3.64006e-008,-0.9002
3.64431e-008,-0.9263
3.64855e-008,-0.9286
3.65279e-008,-0.9209
3.65703e-008,-0.8936
3.66128e-008,-0.8923
3.66552e-008,-0.8845
3.66976e-008,-0.8602
3.67401e-008,-0.8732
3.67825e-008,-0.8926
3.68249e-008,-0.9282
3.68673e-008,-0.9992
3.69097e-008,-1.0305
3.69522e-008,-0.9989
3.69946e-008,-0.6414
3.70370e-008,-0.1787
3.70794e-008,0.1849
3.71219e-008,0.4970
3.71643e-008,0.6884
3.72067e-008,0.7718
3.72492e-008,0.8381
3.72916e-008,0.8665
3.73340e-008,0.8998
3.73764e-008,0.9252
3.74189e-008,0.9295
3.74613e-008,0.9224
3.75037e-008,0.8965
3.75461e-008,0.8933
3.75885e-008,0.8882
3.76310e-008,0.8624
3.76734e-008,0.8713
3.77158e-008,0.8918
3.77583e-008,0.9230
3.78007e-008,0.9941
3.78431e-008,1.0309
3.78855e-008,1.0096
3.79280e-008,0.6891
3.79704e-008,0.2171
3.80128e-008,-0.1441
3.80552e-008,-0.4705
3.80976e-008,-0.6747
3.81401e-008,-0.7624
3.81825e-008,-0.8319
3.82249e-008,-0.8618
3.82673e-008,-0.8956
3.83098e-008,-0.9218
3.83522e-008,-0.9284
3.83946e-008,-0.9258
3.84371e-008,-0.9012
3.84795e-008,-0.8938
3.85219e-008,-0.8892
3.85643e-008,-0.8606
3.86067e-008,-0.8659
3.86492e-008,-0.8894
3.86916e-008,-0.9169
3.87340e-008,-0.9875
3.87764e-008,-1.0287
3.88189e-008,-1.0138
3.88613e-008,-0.7313
3.89037e-008,-0.2518
3.89462e-008,0.1093
3.89886e-008,0.4481
3.90310e-008,0.6641
3.90734e-008,0.7565
3.91159e-008,0.8275
3.91583e-008,0.8597
3.92007e-008,0.8939
3.92431e-008,0.9209
3.92855e-008,0.9302
3.93280e-008,0.9261
3.93704e-008,0.9027
3.94128e-008,0.8913
3.94553e-008,0.8913
3.94977e-008,0.8657
3.95401e-008,0.8664
3.95825e-008,0.8896
3.96250e-008,0.9129
3.96674e-008,0.9809
3.97098e-008,1.0277
3.97522e-008,1.0203
3.97946e-008,0.7770
3.98371e-008,0.2972
3.98795e-008,-0.0659
3.99219e-008,-0.4189
3.99644e-008,-0.6465
4.00068e-008,-0.7462
4.00492e-008,-0.8189
4.00916e-008,-0.8563
4.01341e-008,-0.8900
4.01765e-008,-0.9174
4.02189e-008,-0.9285
4.02613e-008,-0.9207
4.03037e-008,-0.9001
4.03462e-008,-0.8892
4.03886e-008,-0.8928
4.04310e-008,-0.8694
4.04734e-008,-0.8665
4.05159e-008,-0.8867
4.05583e-008,-0.9066
4.06007e-008,-0.9728
4.06432e-008,-1.0241
4.06856e-008,-1.0247
4.07280e-008,-0.8201
4.07704e-008,-0.3411
4.08128e-008,0.0291
4.08553e-008,0.3922
4.08977e-008,0.6308
4.09401e-008,0.7406
4.09825e-008,0.8134
4.10250e-008,0.8575
4.10674e-008,0.8898
4.11098e-008,0.9150
4.11523e-008,0.9292
4.11947e-008,0.9259
4.12371e-008,0.9074
4.12795e-008,0.8911
4.13220e-008,0.8951
4.13644e-008,0.8713
4.14068e-008,0.8626
4.14492e-008,0.8857
4.14916e-008,0.9041
4.15341e-008,0.9663
4.15765e-008,1.0233
4.16189e-008,1.0290
4.16614e-008,0.8608
4.17038e-008,0.3859
4.17462e-008,0.0064
4.17886e-008,-0.3635
4.18311e-008,-0.6113
4.18735e-008,-0.7327
4.19159e-008,-0.8056
4.19583e-008,-0.8526
4.20007e-008,-0.8836
4.20432e-008,-0.9115
4.20856e-008,-0.9286
4.21280e-008,-0.9288
4.21704e-008,-0.9138
4.22129e-008,-0.8916
4.22553e-008,-0.8946
4.22977e-008,-0.8719
4.23402e-008,-0.8578
4.23826e-008,-0.8822
4.24250e-008,-0.9002
4.24674e-008,-0.9588
4.25098e-008,-1.0197
4.25523e-008,-1.0297
4.25947e-008,-0.8988
4.26371e-008,-0.4297
4.26795e-008,-0.0361
4.27220e-008,0.3367
4.27644e-008,0.5940
4.28068e-008,0.7276
4.28493e-008,0.8005
4.28917e-008,0.8512
4.29341e-008,0.8807
4.29765e-008,0.9102
4.30190e-008,0.9300
4.30614e-008,0.9289
4.31038e-008,0.9149
4.31462e-008,0.8904
4.31886e-008,0.8945
4.32311e-008,0.8764
4.32735e-008,0.8603
4.33159e-008,0.8821
4.33584e-008,0.8993
4.34008e-008,0.9516
4.34432e-008,1.0159
4.34856e-008,1.0326
4.35281e-008,0.9361
