.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
3.26269e-008,0.2837
3.26693e-008,0.2751
3.27117e-008,0.2703
3.27542e-008,0.2727
3.27966e-008,0.2837
3.28390e-008,0.2955
3.28814e-008,0.2916
3.29239e-008,0.3030
3.29663e-008,0.3113
3.30087e-008,0.2959
3.30512e-008,0.2822
3.30936e-008,0.2516
3.31360e-008,0.2205
3.31784e-008,0.2148
3.32209e-008,0.2760
3.32633e-008,0.4848
3.33057e-008,0.6648
3.33481e-008,0.8615
3.33905e-008,0.9965
3.34330e-008,1.0668
3.34754e-008,1.1138
3.35178e-008,1.1466
3.35603e-008,1.1677
3.36027e-008,1.1872
3.36451e-008,1.1997
3.36875e-008,1.1997
3.37300e-008,1.1949
3.37724e-008,1.1858
3.38148e-008,1.1864
3.38572e-008,1.1769
3.38996e-008,1.1729
3.39421e-008,1.1809
3.39845e-008,1.1836
3.40269e-008,1.2107
3.40694e-008,1.2403
3.41118e-008,1.2458
3.41542e-008,1.1841
3.41966e-008,0.9297
3.42391e-008,0.7124
3.42815e-008,0.5343
3.43239e-008,0.4102
3.43663e-008,0.3430
3.44087e-008,0.3138
3.44512e-008,0.2946
3.44936e-008,0.2864
3.45360e-008,0.2770
3.45784e-008,0.2701
3.46209e-008,0.2719
3.46633e-008,0.2802
3.47057e-008,0.2951
3.47482e-008,0.2919
3.47906e-008,0.2995
3.48330e-008,0.3120
3.48754e-008,0.2993
3.49178e-008,0.2853
3.49603e-008,0.2590
3.50027e-008,0.2248
3.50451e-008,0.2137
3.50875e-008,0.2437
3.51300e-008,0.4416
3.51724e-008,0.6330
3.52148e-008,0.8252
3.52573e-008,0.9742
3.52997e-008,1.0577
3.53421e-008,1.1053
3.53845e-008,1.1433
3.54270e-008,1.1630
3.54694e-008,1.1836
3.55118e-008,1.1987
3.55542e-008,1.1999
3.55966e-008,1.1967
3.56391e-008,1.1864
3.56815e-008,1.1869
3.57239e-008,1.1792
3.57664e-008,1.1721
3.58088e-008,1.1797
3.58512e-008,1.1823
3.58936e-008,1.2033
3.59361e-008,1.2366
3.59785e-008,1.2457
3.60209e-008,1.2121
3.60633e-008,0.9859
3.61057e-008,0.7455
3.61482e-008,0.5662
3.61906e-008,0.4320
3.62330e-008,0.3502
3.62754e-008,0.3184
3.63179e-008,0.2964
3.63603e-008,0.2891
3.64027e-008,0.2786
3.64452e-008,0.2707
3.64876e-008,0.2714
3.65300e-008,0.2774
3.65724e-008,0.2936
3.66148e-008,0.2927
3.66573e-008,0.2964
3.66997e-008,0.3114
3.67421e-008,0.3029
3.67845e-008,0.2877
3.68270e-008,0.2660
3.68694e-008,0.2301
3.69118e-008,0.2140
3.69543e-008,0.2265
3.69967e-008,0.3970
3.70391e-008,0.6002
3.70815e-008,0.7849
3.71240e-008,0.9500
3.71664e-008,1.0465
3.72088e-008,1.0964
3.72512e-008,1.1387
3.72936e-008,1.1582
3.73361e-008,1.1801
3.73785e-008,1.1969
3.74209e-008,1.2001
3.74634e-008,1.1979
3.75058e-008,1.1879
3.75482e-008,1.1868
3.75906e-008,1.1815
3.76331e-008,1.1721
3.76755e-008,1.1781
3.77179e-008,1.1817
3.77603e-008,1.1965
3.78027e-008,1.2318
3.78452e-008,1.2454
3.78876e-008,1.2289
3.79300e-008,1.0402
3.79725e-008,0.7817
3.80149e-008,0.6007
3.80573e-008,0.4549
3.80997e-008,0.3594
3.81422e-008,0.3241
3.81846e-008,0.2991
3.82270e-008,0.2912
3.82694e-008,0.2799
3.83118e-008,0.2718
3.83543e-008,0.2711
3.83967e-008,0.2753
3.84391e-008,0.2911
3.84815e-008,0.2938
3.85240e-008,0.2939
3.85664e-008,0.3096
3.86088e-008,0.3063
3.86513e-008,0.2900
3.86937e-008,0.2723
3.87361e-008,0.2363
3.87785e-008,0.2150
3.88210e-008,0.2214
3.88634e-008,0.3554
3.89058e-008,0.5664
3.89482e-008,0.7436
3.89906e-008,0.9240
3.90331e-008,1.0332
3.90755e-008,1.0862
3.91179e-008,1.1322
3.91604e-008,1.1538
3.92028e-008,1.1765
3.92452e-008,1.1944
3.92876e-008,1.2002
3.93301e-008,1.1987
3.93725e-008,1.1900
3.94149e-008,1.1864
3.94573e-008,1.1835
3.94997e-008,1.1730
3.95422e-008,1.1763
3.95846e-008,1.1816
3.96270e-008,1.1909
3.96695e-008,1.2257
3.97119e-008,1.2446
3.97543e-008,1.2374
3.97967e-008,1.0901
3.98392e-008,0.8234
3.98816e-008,0.6377
3.99240e-008,0.4788
3.99664e-008,0.3717
4.00088e-008,0.3306
4.00513e-008,0.3034
4.00937e-008,0.2926
4.01361e-008,0.2814
4.01785e-008,0.2732
4.02210e-008,0.2707
4.02634e-008,0.2738
4.03058e-008,0.2878
4.03483e-008,0.2949
4.03907e-008,0.2923
4.04331e-008,0.3068
4.04755e-008,0.3092
4.05179e-008,0.2926
4.05604e-008,0.2776
4.06028e-008,0.2433
4.06452e-008,0.2170
4.06876e-008,0.2185
4.07301e-008,0.3170
4.07725e-008,0.5295
4.08149e-008,0.7035
4.08574e-008,0.8959
4.08998e-008,1.0175
4.09422e-008,1.0763
4.09846e-008,1.1237
4.10271e-008,1.1500
4.10695e-008,1.1725
4.11119e-008,1.1912
4.11543e-008,1.2001
4.11967e-008,1.1992
4.12392e-008,1.1924
4.12816e-008,1.1859
4.13240e-008,1.1852
4.13665e-008,1.1745
4.14089e-008,1.1744
4.14513e-008,1.1815
4.14937e-008,1.1866
4.15362e-008,1.2188
4.15786e-008,1.2431
4.16210e-008,1.2434
4.16634e-008,1.1370
4.17058e-008,0.8711
4.17483e-008,0.6748
4.17907e-008,0.5037
4.18331e-008,0.3880
4.18756e-008,0.3365
4.19180e-008,0.3086
4.19604e-008,0.2933
4.20028e-008,0.2834
4.20453e-008,0.2749
4.20877e-008,0.2703
4.21301e-008,0.2728
4.21725e-008,0.2841
4.22149e-008,0.2955
4.22574e-008,0.2916
4.22998e-008,0.3034
4.23422e-008,0.3112
4.23846e-008,0.2955
4.24271e-008,0.2818
4.24695e-008,0.2507
4.25119e-008,0.2200
4.25544e-008,0.2150
4.25968e-008,0.2795
4.26392e-008,0.4892
4.26816e-008,0.6683
4.27241e-008,0.8650
4.27665e-008,0.9987
4.28089e-008,1.0677
4.28513e-008,1.1146
4.28937e-008,1.1469
4.29362e-008,1.1682
4.29786e-008,1.1876
4.30210e-008,1.1998
4.30635e-008,1.1996
4.31059e-008,1.1947
4.31483e-008,1.1857
4.31907e-008,1.1863
4.32332e-008,1.1766
4.32756e-008,1.1730
4.33180e-008,1.1809
4.33604e-008,1.1838
4.34028e-008,1.2114
4.34453e-008,1.2407
4.34877e-008,1.2458
4.35301e-008,1.1802
4.35726e-008,0.9235
4.36150e-008,0.7085
4.36574e-008,0.5309
4.36998e-008,0.4077
4.37423e-008,0.3423
4.37847e-008,0.3133
4.38271e-008,0.2944
4.38695e-008,0.2860
4.39119e-008,0.2768
4.39544e-008,0.2701
4.39968e-008,0.2720
4.40392e-008,0.2806
4.40816e-008,0.2952
4.41241e-008,0.2918
4.41665e-008,0.2999
4.42089e-008,0.3120
4.42514e-008,0.2989
4.42938e-008,0.2849
4.43362e-008,0.2582
4.43786e-008,0.2242
4.44210e-008,0.2136
4.44635e-008,0.2459
4.45059e-008,0.4463
4.45483e-008,0.6364
4.45907e-008,0.8293
4.46332e-008,0.9767
4.46756e-008,1.0587
4.47180e-008,1.1062
4.47605e-008,1.1436
4.48029e-008,1.1635
4.48453e-008,1.1839
4.48877e-008,1.1988
4.49302e-008,1.1999
4.49726e-008,1.1965
4.50150e-008,1.1863
4.50574e-008,1.1868
4.50998e-008,1.1789
4.51423e-008,1.1721
4.51847e-008,1.1798
4.52271e-008,1.1823
