.HEADER
..NAMES
Time,V U1.Y25
.DATA
4.36553e-008,0.2156
4.36977e-008,0.2156
4.37402e-008,0.2159
4.37826e-008,0.2172
4.38250e-008,0.2187
4.38675e-008,0.2191
4.39099e-008,0.2188
4.39523e-008,0.2176
4.39947e-008,0.2155
4.40372e-008,0.2139
4.40796e-008,0.2141
4.41220e-008,0.2159
4.41644e-008,0.2180
4.42068e-008,0.2197
4.42493e-008,0.2199
4.42917e-008,0.2186
4.43341e-008,0.2170
4.43765e-008,0.2160
4.44190e-008,0.2158
4.44614e-008,0.2162
4.45038e-008,0.2171
4.45463e-008,0.2175
4.45887e-008,0.2175
4.46311e-008,0.2175
4.46735e-008,0.2174
4.47160e-008,0.2170
4.47584e-008,0.2167
4.48008e-008,0.2166
4.48432e-008,0.2167
4.48856e-008,0.2171
4.49281e-008,0.2175
4.49705e-008,0.2178
4.50129e-008,0.2177
4.50554e-008,0.2172
