.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
3.75906e-008,0.2981
3.76331e-008,0.2961
3.76755e-008,0.2734
3.77179e-008,0.2464
3.77603e-008,0.2290
3.78027e-008,0.2200
3.78452e-008,0.2188
3.78876e-008,0.2308
3.79300e-008,0.3616
3.79725e-008,0.5262
3.80149e-008,0.7193
3.80573e-008,0.8911
3.80997e-008,1.0203
3.81422e-008,1.0893
3.81846e-008,1.1263
3.82270e-008,1.1494
3.82694e-008,1.1440
3.83118e-008,1.1381
3.83543e-008,1.1442
3.83967e-008,1.1580
3.84391e-008,1.1751
3.84815e-008,1.1818
3.85240e-008,1.1842
3.85664e-008,1.1830
3.86088e-008,1.1952
3.86513e-008,1.2130
3.86937e-008,1.2299
3.87361e-008,1.2453
3.87785e-008,1.2486
3.88210e-008,1.2263
3.88634e-008,1.0699
3.89058e-008,0.8660
3.89482e-008,0.6755
3.89906e-008,0.5127
3.90331e-008,0.3836
3.90755e-008,0.3153
3.91179e-008,0.2979
3.91604e-008,0.2974
3.92028e-008,0.3188
3.92452e-008,0.3358
3.92876e-008,0.3237
3.93301e-008,0.3021
3.93725e-008,0.2888
3.94149e-008,0.2928
3.94573e-008,0.2977
3.94997e-008,0.2977
3.95422e-008,0.2792
3.95846e-008,0.2508
3.96270e-008,0.2319
3.96695e-008,0.2210
3.97119e-008,0.2187
3.97543e-008,0.2230
3.97967e-008,0.3309
3.98392e-008,0.4946
3.98816e-008,0.6779
3.99240e-008,0.8610
3.99664e-008,0.9994
4.00088e-008,1.0796
4.00513e-008,1.1200
4.00937e-008,1.1472
4.01361e-008,1.1464
4.01785e-008,1.1379
4.02210e-008,1.1426
4.02634e-008,1.1545
4.03058e-008,1.1725
4.03483e-008,1.1811
4.03907e-008,1.1839
4.04331e-008,1.1829
4.04755e-008,1.1915
4.05179e-008,1.2100
4.05604e-008,1.2263
4.06028e-008,1.2432
4.06452e-008,1.2487
4.06876e-008,1.2353
4.07301e-008,1.1081
4.07725e-008,0.9014
4.08149e-008,0.7136
4.08574e-008,0.5419
4.08998e-008,0.4047
4.09422e-008,0.3243
4.09846e-008,0.3000
4.10271e-008,0.2957
4.10695e-008,0.3135
4.11119e-008,0.3349
4.11543e-008,0.3276
4.11967e-008,0.3063
4.12392e-008,0.2899
4.12816e-008,0.2913
4.13240e-008,0.2973
4.13665e-008,0.2984
4.14089e-008,0.2846
4.14513e-008,0.2557
4.14937e-008,0.2350
4.15362e-008,0.2223
4.15786e-008,0.2187
4.16210e-008,0.2220
4.16634e-008,0.3041
4.17058e-008,0.4630
4.17483e-008,0.6351
4.17907e-008,0.8296
4.18331e-008,0.9768
4.18756e-008,1.0677
4.19180e-008,1.1128
4.19604e-008,1.1435
4.20028e-008,1.1485
4.20453e-008,1.1386
4.20877e-008,1.1411
4.21301e-008,1.1513
4.21725e-008,1.1694
4.22149e-008,1.1802
4.22574e-008,1.1835
4.22998e-008,1.1833
4.23422e-008,1.1882
4.23846e-008,1.2067
4.24271e-008,1.2228
4.24695e-008,1.2405
4.25119e-008,1.2485
4.25544e-008,1.2422
4.25968e-008,1.1429
4.26392e-008,0.9396
4.26816e-008,0.7537
4.27241e-008,0.5718
4.27665e-008,0.4278
4.28089e-008,0.3350
4.28513e-008,0.3032
4.28937e-008,0.2950
4.29362e-008,0.3085
4.29786e-008,0.3325
4.30210e-008,0.3309
4.30635e-008,0.3106
4.31059e-008,0.2919
4.31483e-008,0.2899
4.31907e-008,0.2966
4.32332e-008,0.2986
4.32756e-008,0.2894
4.33180e-008,0.2610
4.33604e-008,0.2384
4.34028e-008,0.2240
4.34453e-008,0.2189
4.34877e-008,0.2207
4.35301e-008,0.2785
4.35726e-008,0.4309
4.36150e-008,0.5955
4.36574e-008,0.7972
4.36998e-008,0.9515
4.37423e-008,1.0551
4.37847e-008,1.1052
4.38271e-008,1.1388
4.38695e-008,1.1498
4.39119e-008,1.1400
4.39544e-008,1.1398
4.39968e-008,1.1485
4.40392e-008,1.1659
4.40816e-008,1.1790
4.41241e-008,1.1830
4.41665e-008,1.1837
4.42089e-008,1.1857
4.42514e-008,1.2032
4.42938e-008,1.2195
4.43362e-008,1.2374
4.43786e-008,1.2480
4.44210e-008,1.2471
4.44635e-008,1.1777
4.45059e-008,0.9800
4.45483e-008,0.7923
4.45907e-008,0.6022
4.46332e-008,0.4534
4.46756e-008,0.3471
4.47180e-008,0.3063
4.47605e-008,0.2954
4.48029e-008,0.3042
4.48453e-008,0.3289
4.48877e-008,0.3334
4.49302e-008,0.3151
4.49726e-008,0.2945
4.50150e-008,0.2890
4.50574e-008,0.2957
4.50998e-008,0.2985
